ms,start,end,passim_text,offsetter_text,cut_before,cut_after
454,658,859,بكلام فيه غلظة ووالله ما مضي اخي نزار الي ناصر الدولة افتكين بالاسكندرية لطلب امامة ولا لادعاء حق ولكن طالب بالزوال للافضل وابطال امره لما فعله معه والله يلعن من يخالف ظاهره -باطن-------------------ه فشكرها الناس علي ذلك,للامر قد كشفت الغطاء وفعلت ما لا يقدر احد علي فعله واما القصر فما لي فيه حيلة ولوح ان اخت نزار واولادها لا يمكنني كشف امرهم فلما بلغ اخت نزار ذلك حضرت الي الخليفة الامر لتبرء نفسها ورغبت ان تخرج للناس لتقول ما سمعته من والدها وشاهدته ليكون قولها حجة علي من يدعي لاخيها ما ليس له فاستحسن الامر ذلك منها واحضر المامون واخاه شقيقه ابا الفضل جعفر بن المستعلي واتفقوا علي يوم يجتمعون فيه فلما كان في شوال ,0,0
454,658,859,بكلام فيه غلظة ووالله ما مضي اخي نزار الي ناصر الدولة افتكين بالاسكندرية لطلب امامة ولا لادعاء حق ولكن طالب بالزوال للافضل وابطال امره لما فعله معه والله يلعن من يخالف ظاهره -باطن-------------------ه فشكرها الناس علي ذلك,عيناه وفي اليوم الذي انتقل والدي في ليلته استدعي عمتي بنت الظاهر فاسر اليها من بيننا ومد يده اليها فقبلها وعاهدها واشهد الله تعالي معلنا ومظهرا فلما انتقل في تلك الليلة حضر صبيحتها الافضل ومعه الداعي والامراء والاجناد ووقف بظاهر المقرمة ثم جلس وكلهم قيام واخذ في التعزية ثم قال يا مولاتنا من ارتضاه للخلافة فقالت هي امانة قد عاهدني عليها واوصاني بان الخليفة من بعده ولده ابو القاسم احمد فحضر وبايعته عمتي وبايعه اخوه الاكبر عبد الله فاشار الافضل الي نزار فبايعه وامر بالتوكيل علي نزار وتاخيره فاخر الي مكان لا يصلح له واستدعي الافضل الداعي وامره باخذ البيعة من نفسه ومن الموالي والاستاذين وسالت عمتي الافضل في نزار فرفع عنه التوكيل عليه بعد ان كلمه ,0,0
454,658,859,بكلام فيه غلظة ووالله ما مضي اخي نزار الي ناصر الدولة افتكين بالاسكندرية لطلب امامة ولا لادعاء حق ولكن طالب بالزوال للافضل وابطال امره لما فعله معه والله يلعن من يخالف ظاهره -باطن-------------------ه فشكرها الناس علي ذلك,بكلام فيه غلظة ووالله ما مضي اخي نزار الي ناصر الدولة افتكين بالاسكندرية لطلب امامة ولا لادعاء حق ولكن طالب بالزوال للافضل وابطال امره لما فعله معه والله يلعن من يخالف ظاهره باطنه فشكرها الناس علي ذلك ,0,0
459,190,972,مات الامير السعيد محمود بن ظفر والي قوص--- وركب المامون -الي الجامع الازهر فلما كان وق-ت صلاة الصبح -----------------------تقدم قاضي القضاة ثقة الملك ابو الفتح مسلم بن علي الراسعيني وصلي فلما قرا الفاتحة لحقه زمع شديد وارتعد فلحن في الفاتحة وقرا--------- والشمس وضحاها فلما قال ن-----اقة الله وسقياها ارتج عليه فرد المءتمن حيدرة اخو المامون عليه فاشتد زمعه--- فكرر عليه الرد ف-----------لم يهتد و----------------------------------قال وسقناها بالنون فقرا المامون---- بقية السورة و-----سجد الناس --وقام في- الركعة الثانية وقد دهش فلم يفتح عليه بشء فقرا المامون الفاتحة و-قل هو الله احد وقنت وهو معه يلقنه فلما انقضت الصلاة اشتد غضب المامون وامر متولي الباب بان يختم المقرءون وتخيل المقام وخرج من الجامع فوكل بالقاضي من يمضي به الي داره ويامره بالمقام بها من غير تصرف حتي يحفظ القران------ وقرر له راتبا فيما بعد ولزم داره وانفذ للوقت الي القاضي ابي الحجاج يوسف بن ايوب المغربي من قضاة الغربية,مات الامير السعيد محمود بن ظفر والي قوص وركب المامون الي الجامع الازهر فلما كان وقت صلاة الصبح تقدم قاضي القضاة ثقة الملك ابو الفتح مسلم بن علي الراسعيني وصلي فلما قرا الفاتحة لحقه زمع شديد وارتعد فلحن في الفاتحة وقرا والشمس وضحاها فلما قال ناقة الله وسقياها ارتج عليه فرد المءتمن حيدرة اخو المامون عليه فاشتد زمعه فكرر عليه الرد فلم يهتد وقال وسقناها بالنون فقرا المامون بقية السورة وسجد الناس وقام في الركعة الثانية وقد دهش فلم يفتح عليه بشء فقرا المامون الفاتحة وقل هو الله احد وقنت وهو معه يلقنه فلما انقضت الصلاة اشتد غضب المامون وامر متولي الباب بان يختم المقرءون وتخيل المقام وخرج من الجامع فوكل بالقاضي من يمضي به الي داره ويامره بالمقام بها من غير تصرف حتي يحفظ القران وقرر له راتبا فيما بعد ولزم داره وانفذ للوقت الي القاضي ابي الحجاج يوسف بن ايوب المغربي من قضاة الغربية ,0,0
466,871,1407,الله ووليه المنصور ابي علي الامر باحكام الله امير المءمنين ابن الامام المستعلي بالله امير المءمنين صلي الله عليهما الي الحرة الملكة السيدة الرضية الطاهرة الزكية وحيدة الزمن سيدة ملوك اليمن عدة الاسلام خالصة الامام نصيرة الدين عصمة المسترشدين كهف المستجيرين ولية امير المءمنين وكافية اولياءه الميامين ادام الله تمكينها ونعمتها واحسن توفيقها ومعونتها وفي اخره وامير المءمنين متطلع الي علم اخبارك ومعرفة انباءك فتواصلي بانهاء المتجدد منها ان شاء الله والسلام عليك ورحمة الله وبركاته ويطوي مدورا ويختم بحرير واشرطة ذهب وعنبر ويجعل في خريطة,هلال الدولة سوارا رسولا الي حرة اليمن وصحبته برسمها من التشريف مما لبسه الخليفة وما زج عرقه من الحلل المذهبات والملاءات الشرب المذهبة والشقق النفوسي والمغربي المقصور والاسكندراني المطرز جملة كثيرة في تخوت مدهونة مبطنة وسلال مملوءة من لحم الناقة التي نحرت بالمصلي واثني عشر مجلسا من المساطير التي تقرا كل خميس وعليها علامة الخليفة وكثير من النحاس القضيب والمرجان وكتب اليها كتابا في قطع الثلثين اوله من عبد ,0,0
466,871,1407,الله ووليه المنصور ابي علي الامر باحكام الله امير المءمنين ابن الامام المستعلي بالله امير المءمنين صلي الله عليهما الي الحرة الملكة السيدة الرضية الطاهرة الزكية وحيدة الزمن سيدة ملوك اليمن عدة الاسلام خالصة الامام نصيرة الدين عصمة المسترشدين كهف المستجيرين ولية امير المءمنين وكافية اولياءه الميامين ادام الله تمكينها ونعمتها واحسن توفيقها ومعونتها وفي اخره وامير المءمنين متطلع الي علم اخبارك ومعرفة انباءك فتواصلي بانهاء المتجدد منها ان شاء الله والسلام عليك ورحمة الله وبركاته ويطوي مدورا ويختم بحرير واشرطة ذهب وعنبر ويجعل في خريطة,الله ووليه المنصور ابي علي الامر باحكام الله امير المءمنين ابن الامام المستعلي بالله امير المءمنين صلي الله عليهما الي الحرة الملكة السيدة الرضية الطاهرة الزكية وحيدة الزمن سيدة ملوك اليمن عدة الاسلام خالصة الامام نصيرة الدين عصمة المسترشدين كهف المستجيرين ولية امير المءمنين وكافية اولياءه الميامين ادام الله تمكينها ونعمتها واحسن توفيقها ومعونتها وفي اخره وامير المءمنين متطلع الي علم اخبارك ومعرفة انباءك فتواصلي بانهاء المتجدد منها ان شاء الله والسلام عليك ورحمة الله وبركاته ويطوي مدورا ويختم بحرير واشرطة ذهب وعنبر ويجعل في خريطة ,0,0
468,552,820,وص-ل رسول الامير تاج الخلافة ابي منصور حسن بن علي بن يحيي بن تميم بن معز ابن باديس صاحب المهدية يخبر بانحيازه للدولة وان رجار -بن رجار صاحب صقلية تواصلت اذيته وقد استعد لمحاربته وسال ان يسير لرجار يمنعه من ذلك فسي-------ر اليه مصطنع الدولة علي بن احمد بن زين الخد فاصلح بينهما,وصل رسول الامير تاج الخلافة ابي منصور حسن بن علي بن يحيي بن تميم بن معز ابن باديس صاحب المهدية يخبر بانحيازه للدولة وان رجار بن رجار صاحب صقلية تواصلت اذيته وقد استعد لمحاربته وسال ان يسير لرجار يمنعه من ذلك فسير اليه مصطنع الدولة علي بن احمد بن زين الخد فاصلح بينهما ,0,0
468,552,820,وص-ل رسول الامير تاج الخلافة ابي منصور حسن بن علي بن يحيي بن تميم بن معز ابن باديس صاحب المهدية يخبر بانحيازه للدولة وان رجار -بن رجار صاحب صقلية تواصلت اذيته وقد استعد لمحاربته وسال ان يسير لرجار يمنعه من ذلك فسي-------ر اليه مصطنع الدولة علي بن احمد بن زين الخد فاصلح بينهما,توفي ولي الدولة ابو البركات بن عبد الحقيق داعي الدعاة فاستقر عوضه ابو محمد حسن بن ادم وكان يدعي بالقاضي لابوته وسنه واشتهاره بالعلم فبعث الامر باحكام الله الي الوزير المامون ان يستخدم ابا الفخر صالحا فذكر المامون ان اكثر المجالس التي كانت تعمل في ايام النعمان بخط ابيه وان ابا الفخر حدث السن ولا يماثل المذكور في العلم واضيف اليه الخطابة بالجامع الازهر مع قراءته الكتب وورد الخبر بان الفرنج افتدوا بغدوين رويس الملك بثمانين الف دينار وثلاثين اسيرا من المسلمين وكان صاحب حلب قد اسره في وقعة له مع الفرنج وعمل ما جري به الرسم في مواسم السنة وفيها جرت عمارة سور الاسكندرية وفيها حمل الي عسقلان ثلاثة وعشرون الفا وستماءة واحد وثلاثون اردبا من الغلال ,0,101
468,552,820,وص-ل رسول الامير تاج الخلافة ابي منصور حسن بن علي بن يحيي بن تميم بن معز ابن باديس صاحب المهدية يخبر بانحيازه للدولة وان رجار -بن رجار صاحب صقلية تواصلت اذيته وقد استعد لمحاربته وسال ان يسير لرجار يمنعه من ذلك فسي-------ر اليه مصطنع الدولة علي بن احمد بن زين الخد فاصلح بينهما,سنة ثمان عشرة وخمسماءة فيها ملك الفرنج مدينة صور واستمرت بايديهم حتي زالت الدولة الفاطمية وكان اخذهم ,646,0
494,43,269,رام الاعداء دثوره واعززت الاسلام بان جعلت طلوعه علي الامة وظهوره وجعلته اية لمن تدبر الحقاءق بباطن البصيرة مولانا وسيدنا وامام عصرنا وزماننا عبد المجيد ابي الميمون وعلي اباءه الطاهرين وابناءه الاكرمين صلاة داءمة الي يوم الدين,رام الاعداء دثوره واعززت الاسلام بان جعلت طلوعه علي الامة وظهوره وجعلته اية لمن تدبر الحقاءق بباطن البصيرة مولانا وسيدنا وامام عصرنا وزماننا عبد المجيد ابي الميمون وعلي اباءه الطاهرين وابناءه الاكرمين صلاة داءمة الي يوم الدين ,0,0
494,1141,1338,سنة سبع وعشرين وخمسماءة فيها حشد جماعة من العبيد بالاعمال الشرقية فخرج اليهم عسكر كانت---- بينهم وبينه حروب وفيها سلم الحافظ امر الديوان الي الشريف معتمد الدولة علي بن جعفر بن غسان المعروف بابن -----العساف,رام الاعداء دثوره واعززت الاسلام بان جعلت طلوعه علي الامة وظهوره وجعلته اية لمن تدبر الحقاءق بباطن البصيرة مولانا وسيدنا وامام عصرنا وزماننا عبد المجيد ابي الميمون وعلي اباءه الطاهرين وابناءه الاكرمين صلاة داءمة الي يوم الدين ,0,0
494,43,269,رام الاعداء دثوره واعززت الاسلام بان جعلت طلوعه علي الامة وظهوره وجعلته اية لمن تدبر الحقاءق بباطن البصيرة مولانا وسيدنا وامام عصرنا وزماننا عبد المجيد ابي الميمون وعلي اباءه الطاهرين وابناءه الاكرمين صلاة داءمة الي يوم الدين,سنة سبع وعشرين وخمسماءة فيها حشد جماعة من العبيد بالاعمال الشرقية فخرج اليهم عسكر كانت بينهم وبينه حروب وفيها سلم الحافظ امر الديوان الي الشريف معتمد الدولة علي بن جعفر بن غسان المعروف بابن العساف ,0,0
494,1141,1338,سنة سبع وعشرين وخمسماءة فيها حشد جماعة من العبيد بالاعمال الشرقية فخرج اليهم عسكر كانت---- بينهم وبينه حروب وفيها سلم الحافظ امر الديوان الي الشريف معتمد الدولة علي بن جعفر بن غسان المعروف بابن -----العساف,سنة سبع وعشرين وخمسماءة فيها حشد جماعة من العبيد بالاعمال الشرقية فخرج اليهم عسكر كانت بينهم وبينه حروب وفيها سلم الحافظ امر الديوان الي الشريف معتمد الدولة علي بن جعفر بن غسان المعروف بابن العساف ,0,0
503,1013,1615,الي تنيس فاقام بها الي يوم الاثنين ثاني ربيع الاول وقتل وهو من قيسارية وقدم منها مع ابيه وهو صغير في وزارة امير الجيوش بدر الجمالي عند حضوره الي المستنصر في سني الشدة وبعثه الي البلاد الشامية لاحضار ارباب الاموال و----اليسار وكان من جملة من احضر والد القاضي وكان له مال جزيل ففوض اليه ------خطابة الجامع بمصر وفتح----- دار وكالة واقام بها مدة حتي مات فترقي ولده الي ان ولي القضاء---------- عدة مرار وكان له افضال ومكارم وحصلت له وجاهة ورتبة جليلة وضرب------ دنانير كثيرة كان اقترحها علي الخليفة الامر وهو الذي اخرج الفستق الملبس بالحلوي فانه بلغه ان ابا بكر محمد بن علي المادراءي----------------------- عمل الكعك الذي يقال له افطن له وعمل عوضا من حشو السكر-,البيض وهي اماكن حصينة في غربي اخميم فتفرق عنه عدة من الارمن وساروا يريدون بلادهم واما رضوان فانه لما وصل الي القاهرة وقف بين القصرين واستاذن الحافظ فيما يفعله فاشار بنزوله في دار الوزارة فنزلها وخلع عليه خلع الوزارة يوم الجمعة ثالث عشر جمادي الاولي ونعت بالسيد الاجل الملك الافضل فاستدعي بالاموال من الخليفة وانفق في الجند ومهد الامر ورضوان اول وزير لقب بالملك فلما كن في اليوم الثالث من استقراره في الوزارة سير اخاه الاوحد ابراهيم ومعه العسكر شرقا وغربا والاسطول بحرا في طلب بهرام وبيده امان له ليعود مكرما وطاءفته علي اقطاعاتهم فسار الي الاديرة وتقرر الحال من غير قتال علي اقامة بهرام بها وذلك ان اسوان امتنعت عليه بكنز الدولة واهلها فاضطر الي الاقامة بالاديرة وقد فارقه اكثر الارمن فمنهم من سار الي بلاده ومنهم من اقام بارض مصر ليكونوا فلاحين فسال لهم مواضع يسكنونها فافردت لهم جهات منها سمالوط وابوان واقلوسنا والبرجين في صعيد مصر وضيعة اخري باعمال المحلة واقام بهرام بالاديرة البيض ومعه اهله وولده وفيها صرف ابو عبد الله محمد بن ميسر عن قضاء القضاة في يوم الاحد لسبع خلون من المحرم والوزير اذ ذاك بهرام ,0,0
503,0,1008,البيض وهي اماكن حصينة في غربي اخميم فتفرق عنه عدة من الارمن وساروا يريدون بلادهم------------------------------------------------------------- واما رضوان فانه لما وصل الي----- القاهرة -----------وقف بين القصرين واستاذن الحافظ فيما يفعله فاشار بنزوله ف-ي دار الوزارة فنزلها و-خلع عليه خلع الوزارة يوم الجمعة ثالث عشر----------------- جمادي الاولي ونعت بالسيد الاجل الملك الافضل فاستدعي بالاموال من الخليفة وانفق في الجند ومهد الامر ورضوان اول وزير لقب بالملك فلما كن في اليوم الثالث من استقراره في الوزارة سير اخاه الاوحد ابراهيم ومعه العسكر شرقا وغربا والاسطول بحرا في طلب بهرام وبيده امان له ليعود مكرما وطاءفته علي اقطاعاتهم فسار الي الاديرة وتقرر الحال من غير قتال علي اقامة بهرام بها وذلك ان اسوان امتنعت عليه بكنز الدولة واهلها فاضطر الي الاقامة بالاديرة وقد فارقه اكثر الارمن فمنهم من سار الي بلاده ومنهم من اقام بارض مصر ليكونوا فلاحين فسال لهم مواضع يسكنونها فافردت لهم جهات منها سمالوط وابوان واقلوسنا والبرجين في صعيد مصر وضيعة اخري باعمال المحلة واقام بهرام بالاديرة البيض ومعه اهله وولده وفيها صرف ابو عبد الله محمد بن ميسر عن قضاء القضاة في يوم الاحد لسبع خلون من المحرم والوزير اذ ذاك بهرام,البيض وهي اماكن حصينة في غربي اخميم فتفرق عنه عدة من الارمن وساروا يريدون بلادهم واما رضوان فانه لما وصل الي القاهرة وقف بين القصرين واستاذن الحافظ فيما يفعله فاشار بنزوله في دار الوزارة فنزلها وخلع عليه خلع الوزارة يوم الجمعة ثالث عشر جمادي الاولي ونعت بالسيد الاجل الملك الافضل فاستدعي بالاموال من الخليفة وانفق في الجند ومهد الامر ورضوان اول وزير لقب بالملك فلما كن في اليوم الثالث من استقراره في الوزارة سير اخاه الاوحد ابراهيم ومعه العسكر شرقا وغربا والاسطول بحرا في طلب بهرام وبيده امان له ليعود مكرما وطاءفته علي اقطاعاتهم فسار الي الاديرة وتقرر الحال من غير قتال علي اقامة بهرام بها وذلك ان اسوان امتنعت عليه بكنز الدولة واهلها فاضطر الي الاقامة بالاديرة وقد فارقه اكثر الارمن فمنهم من سار الي بلاده ومنهم من اقام بارض مصر ليكونوا فلاحين فسال لهم مواضع يسكنونها فافردت لهم جهات منها سمالوط وابوان واقلوسنا والبرجين في صعيد مصر وضيعة اخري باعمال المحلة واقام بهرام بالاديرة البيض ومعه اهله وولده وفيها صرف ابو عبد الله محمد بن ميسر عن قضاء القضاة في يوم الاحد لسبع خلون من المحرم والوزير اذ ذاك بهرام ,0,0
503,1013,1615,الي تنيس فاقام بها الي يوم الاثنين ثاني ربيع الاول وقتل وهو من قيسارية وقدم منها مع ابيه وهو صغير في وزارة امير الجيوش بدر الجمالي عند حضوره الي المستنصر في سني الشدة وبعثه الي البلاد الشامية لاحضار ارباب الاموال و----اليسار وكان من جملة من احضر والد القاضي وكان له مال جزيل ففوض اليه ------خطابة الجامع بمصر وفتح----- دار وكالة واقام بها مدة حتي مات فترقي ولده الي ان ولي القضاء---------- عدة مرار وكان له افضال ومكارم وحصلت له وجاهة ورتبة جليلة وضرب------ دنانير كثيرة كان اقترحها علي الخليفة الامر وهو الذي اخرج الفستق الملبس بالحلوي فانه بلغه ان ابا بكر محمد بن علي المادراءي----------------------- عمل الكعك الذي يقال له افطن له وعمل عوضا من حشو السكر-,الي تنيس فاقام بها الي يوم الاثنين ثاني ربيع الاول وقتل وهو من قيسارية وقدم منها مع ابيه وهو صغير في وزارة امير الجيوش بدر الجمالي عند حضوره الي المستنصر في سني الشدة وبعثه الي البلاد الشامية لاحضار ارباب الاموال واليسار وكان من جملة من احضر والد القاضي وكان له مال جزيل ففوض اليه خطابة الجامع بمصر وفتح دار وكالة واقام بها مدة حتي مات فترقي ولده الي ان ولي القضاء عدة مرار وكان له افضال ومكارم وحصلت له وجاهة ورتبة جليلة وضرب دنانير كثيرة كان اقترحها علي الخليفة الامر وهو الذي اخرج الفستق الملبس بالحلوي فانه بلغه ان ابا بكر محمد بن علي المادراءي عمل الكعك الذي يقال له افطن له وعمل عوضا من حشو السكر,0,0
503,0,1008,البيض وهي اماكن حصينة في غربي اخميم فتفرق عنه عدة من الارمن وساروا يريدون بلادهم------------------------------------------------------------- واما رضوان فانه لما وصل الي----- القاهرة -----------وقف بين القصرين واستاذن الحافظ فيما يفعله فاشار بنزوله ف-ي دار الوزارة فنزلها و-خلع عليه خلع الوزارة يوم الجمعة ثالث عشر----------------- جمادي الاولي ونعت بالسيد الاجل الملك الافضل فاستدعي بالاموال من الخليفة وانفق في الجند ومهد الامر ورضوان اول وزير لقب بالملك فلما كن في اليوم الثالث من استقراره في الوزارة سير اخاه الاوحد ابراهيم ومعه العسكر شرقا وغربا والاسطول بحرا في طلب بهرام وبيده امان له ليعود مكرما وطاءفته علي اقطاعاتهم فسار الي الاديرة وتقرر الحال من غير قتال علي اقامة بهرام بها وذلك ان اسوان امتنعت عليه بكنز الدولة واهلها فاضطر الي الاقامة بالاديرة وقد فارقه اكثر الارمن فمنهم من سار الي بلاده ومنهم من اقام بارض مصر ليكونوا فلاحين فسال لهم مواضع يسكنونها فافردت لهم جهات منها سمالوط وابوان واقلوسنا والبرجين في صعيد مصر وضيعة اخري باعمال المحلة واقام بهرام بالاديرة البيض ومعه اهله وولده وفيها صرف ابو عبد الله محمد بن ميسر عن قضاء القضاة في يوم الاحد لسبع خلون من المحرم والوزير اذ ذاك بهرام,الي تنيس فاقام بها الي يوم الاثنين ثاني ربيع الاول وقتل وهو من قيسارية وقدم منها مع ابيه وهو صغير في وزارة امير الجيوش بدر الجمالي عند حضوره الي المستنصر في سني الشدة وبعثه الي البلاد الشامية لاحضار ارباب الاموال واليسار وكان من جملة من احضر والد القاضي وكان له مال جزيل ففوض اليه خطابة الجامع بمصر وفتح دار وكالة واقام بها مدة حتي مات فترقي ولده الي ان ولي القضاء عدة مرار وكان له افضال ومكارم وحصلت له وجاهة ورتبة جليلة وضرب دنانير كثيرة كان اقترحها علي الخليفة الامر وهو الذي اخرج الفستق الملبس بالحلوي فانه بلغه ان ابا بكر محمد بن علي المادراءي عمل الكعك الذي يقال له افطن له وعمل عوضا من حشو السكر,0,0
512,640,1634,احمد بن مفرج بن احمد بن ابي الخليل الصقلي الشاعر المعروف بتلميذ ابن سابق وكان فاضلا ذكيا يتصرف في عدة فنون---- وله رساءل حسنة--------- وشعر جيد و---------كان الشعراء في ايام الحافظ قد اطنبوا في المديح وتناهوا في اطالة القصاءد حتي صار الانشاد يءدي الي قصر الوقت الذي جرت العادة باستماع اشعارهم فيه لطول مثولهم- بالخدمة فخرج الامر اليهم بالاختصار فيما ينشدونه من الاشعار فقال احمد بن مفرج يخاطب الخليفة --------------امرتنا ان نصوغ المدح مختصرا لم لا امرت ندي كفيك يختصر والله لا بد ان تجري سوابقنا حتي يبين لنا في مدحك الاثر فامروا بالاستمرار علي ما هم عليه من الاطالة في الانشاد سنة سبع وثلاثين وخمسماءة فيها عظم الوباء بديار مصر فهلك فيه عالم لا يحصي عدده كثرة وفيها بعث الحافظ الامير النجيب رسولا الي رجار ملك صقلية ل----محاربته اهل صقلية وكان رجار فيه فضيلة وامر فصنفت له تصانيف وكان عنده محبة للادب ومدحه ------ابن قلاقس الشاعر وغيره ----------------------------سنة ثمان وثلاثين وخمسماءة فيها خرج محمد بن رافع اللواتي بنواحي البحيرة فاجتمع له عدد كثير- من ال--ناس فخرج اليه- طلاءع بن رزيك وهو يومءذ والي البحيرة فكانت بينهما حروب قتل فيها وف-------------يها غلت الاسعار بمصر سنة تسع-,وفيها مات الفقيه ابو الفتح سلطان بن ابراهيم بن رشا المقدسي في اخر جمادي الاخرة ,0,493
512,640,1634,احمد بن مفرج بن احمد بن ابي الخليل الصقلي الشاعر المعروف بتلميذ ابن سابق وكان فاضلا ذكيا يتصرف في عدة فنون---- وله رساءل حسنة--------- وشعر جيد و---------كان الشعراء في ايام الحافظ قد اطنبوا في المديح وتناهوا في اطالة القصاءد حتي صار الانشاد يءدي الي قصر الوقت الذي جرت العادة باستماع اشعارهم فيه لطول مثولهم- بالخدمة فخرج الامر اليهم بالاختصار فيما ينشدونه من الاشعار فقال احمد بن مفرج يخاطب الخليفة --------------امرتنا ان نصوغ المدح مختصرا لم لا امرت ندي كفيك يختصر والله لا بد ان تجري سوابقنا حتي يبين لنا في مدحك الاثر فامروا بالاستمرار علي ما هم عليه من الاطالة في الانشاد سنة سبع وثلاثين وخمسماءة فيها عظم الوباء بديار مصر فهلك فيه عالم لا يحصي عدده كثرة وفيها بعث الحافظ الامير النجيب رسولا الي رجار ملك صقلية ل----محاربته اهل صقلية وكان رجار فيه فضيلة وامر فصنفت له تصانيف وكان عنده محبة للادب ومدحه ------ابن قلاقس الشاعر وغيره ----------------------------سنة ثمان وثلاثين وخمسماءة فيها خرج محمد بن رافع اللواتي بنواحي البحيرة فاجتمع له عدد كثير- من ال--ناس فخرج اليه- طلاءع بن رزيك وهو يومءذ والي البحيرة فكانت بينهما حروب قتل فيها وف-------------يها غلت الاسعار بمصر سنة تسع-,سنة ست وثلاثين وخمسماءة في ليلة الثلاثاء الثاني عشر من ربيع الاول سقطت صاعقة احرقت ركن منارة الجامع العتيق في شعبان غلت الاسعار وعدم القمح والشعير فبلغ القمح كل اردب الي تسعين درهما والدقيق الي ماءة وخمسين للحملة والخبز الي ثلاثة ارطال بدرهم والويبة من الشعير الي سبعة دراهم والزيت الطيب الي سبعة دراهم للرطل والجبن الي درهمين للرطل والبيض الي عشرين درهما للماءة والزيت الحار الي درهم ونصف للرطل والقلقاس كل رطلين بدرهم وعدم الفرخ والدجاج فلم يقدر علي شء منه وعم الوباء وكثر الموتان وفيها مات ,79,0
512,640,1634,احمد بن مفرج بن احمد بن ابي الخليل الصقلي الشاعر المعروف بتلميذ ابن سابق وكان فاضلا ذكيا يتصرف في عدة فنون---- وله رساءل حسنة--------- وشعر جيد و---------كان الشعراء في ايام الحافظ قد اطنبوا في المديح وتناهوا في اطالة القصاءد حتي صار الانشاد يءدي الي قصر الوقت الذي جرت العادة باستماع اشعارهم فيه لطول مثولهم- بالخدمة فخرج الامر اليهم بالاختصار فيما ينشدونه من الاشعار فقال احمد بن مفرج يخاطب الخليفة --------------امرتنا ان نصوغ المدح مختصرا لم لا امرت ندي كفيك يختصر والله لا بد ان تجري سوابقنا حتي يبين لنا في مدحك الاثر فامروا بالاستمرار علي ما هم عليه من الاطالة في الانشاد سنة سبع وثلاثين وخمسماءة فيها عظم الوباء بديار مصر فهلك فيه عالم لا يحصي عدده كثرة وفيها بعث الحافظ الامير النجيب رسولا الي رجار ملك صقلية ل----محاربته اهل صقلية وكان رجار فيه فضيلة وامر فصنفت له تصانيف وكان عنده محبة للادب ومدحه ------ابن قلاقس الشاعر وغيره ----------------------------سنة ثمان وثلاثين وخمسماءة فيها خرج محمد بن رافع اللواتي بنواحي البحيرة فاجتمع له عدد كثير- من ال--ناس فخرج اليه- طلاءع بن رزيك وهو يومءذ والي البحيرة فكانت بينهما حروب قتل فيها وف-------------يها غلت الاسعار بمصر سنة تسع-,احمد بن مفرج بن احمد بن ابي الخليل الصقلي الشاعر المعروف بتلميذ ابن سابق وكان فاضلا ذكيا يتصرف في عدة فنون وله رساءل حسنة وشعر جيد وكان الشعراء في ايام الحافظ قد اطنبوا في المديح وتناهوا في اطالة القصاءد حتي صار الانشاد يءدي الي قصر الوقت الذي جرت العادة باستماع اشعارهم فيه لطول مثولهم بالخدمة فخرج الامر اليهم بالاختصار فيما ينشدونه من الاشعار فقال احمد بن مفرج يخاطب الخليفة امرتنا ان نصوغ المدح مختصرا لم لا امرت ندي كفيك يختصر والله لا بد ان تجري سوابقنا حتي يبين لنا في مدحك الاثر فامروا بالاستمرار علي ما هم عليه من الاطالة في الانشاد ,0,452
512,640,1634,احمد بن مفرج بن احمد بن ابي الخليل الصقلي الشاعر المعروف بتلميذ ابن سابق وكان فاضلا ذكيا يتصرف في عدة فنون---- وله رساءل حسنة--------- وشعر جيد و---------كان الشعراء في ايام الحافظ قد اطنبوا في المديح وتناهوا في اطالة القصاءد حتي صار الانشاد يءدي الي قصر الوقت الذي جرت العادة باستماع اشعارهم فيه لطول مثولهم- بالخدمة فخرج الامر اليهم بالاختصار فيما ينشدونه من الاشعار فقال احمد بن مفرج يخاطب الخليفة --------------امرتنا ان نصوغ المدح مختصرا لم لا امرت ندي كفيك يختصر والله لا بد ان تجري سوابقنا حتي يبين لنا في مدحك الاثر فامروا بالاستمرار علي ما هم عليه من الاطالة في الانشاد سنة سبع وثلاثين وخمسماءة فيها عظم الوباء بديار مصر فهلك فيه عالم لا يحصي عدده كثرة وفيها بعث الحافظ الامير النجيب رسولا الي رجار ملك صقلية ل----محاربته اهل صقلية وكان رجار فيه فضيلة وامر فصنفت له تصانيف وكان عنده محبة للادب ومدحه ------ابن قلاقس الشاعر وغيره ----------------------------سنة ثمان وثلاثين وخمسماءة فيها خرج محمد بن رافع اللواتي بنواحي البحيرة فاجتمع له عدد كثير- من ال--ناس فخرج اليه- طلاءع بن رزيك وهو يومءذ والي البحيرة فكانت بينهما حروب قتل فيها وف-------------يها غلت الاسعار بمصر سنة تسع-,سنة سبع وثلاثين وخمسماءة فيها عظم الوباء بديار مصر فهلك فيه عالم لا يحصي عدده كثرة وفيها بعث الحافظ الامير النجيب رسولا الي رجار ملك صقلية لمحاربته اهل صقلية وكان رجار فيه فضيلة وامر فصنفت له تصانيف وكان عنده محبة للادب ومدحه ابن قلاقس الشاعر وغيره ,542,203
